 -2.56500000e-04 1.18502074e-02
 -7.69300000e-04 2.72337338e-02
 -1.28210000e-03 5.36922780e-02
 -1.79490000e-03 8.51313280e-02
 -2.30770000e-03 1.41129507e-01
 -2.82060000e-03 2.04359465e-01
 -3.33340000e-03 3.21874985e-01
 -3.84620000e-03 5.38981231e-01
 -4.35900000e-03 8.46508501e-01
 -4.87180000e-03 1.13149942e+00
 -5.38470000e-03 1.61891105e+00
 -5.89750000e-03 2.08061486e+00
 -6.41030000e-03 2.80916906e+00
 -6.92310000e-03 3.12134152e+00
 -7.43590000e-03 4.36797802e+00
 -7.94880000e-03 4.94954574e+00
 -8.46160000e-03 6.40144896e+00
 -8.97440000e-03 6.77924325e+00
 -9.48720000e-03 7.81546037e+00
 -1.00000000e-02 7.95513837e+00
 2.56400000e-04 -1.01056652e-02
 7.69200000e-04 -2.82547948e-02
 1.28200000e-03 -5.16435532e-02
 1.79480000e-03 -8.53569438e-02
 2.30760000e-03 -1.47997690e-01
 2.82050000e-03 -2.21011020e-01
 3.33330000e-03 -3.32596260e-01
 3.84610000e-03 -5.40457880e-01
 4.35890000e-03 -8.04352928e-01
 4.87170000e-03 -1.09715518e+00
 5.38460000e-03 -1.44808950e+00
 5.89740000e-03 -2.18134105e+00
 6.41020000e-03 -2.84428503e+00
 6.92300000e-03 -3.45698291e+00
 7.43580000e-03 -4.31131819e+00
 7.94870000e-03 -4.92223102e+00
 8.46150000e-03 -5.87776033e+00
 8.97430000e-03 -6.50065870e+00
 9.48710000e-03 -7.75894952e+00
 1.00000000e-02 -8.63497922e+00

