 -4.66666700e-02 0.00000000e+00 0.00000000e+00
 -3.66666700e-02 1.06662400e+01 0.00000000e+00
 -1.44444400e-02 1.00266240e+02 0.00000000e+00
 -1.44444400e-02 1.02400000e+02 0.00000000e+00
 -1.44444400e-02 1.04532480e+02 0.00000000e+00
 -1.44444400e-02 1.06666240e+02 0.00000000e+00
 -1.44444400e-02 1.08800000e+02 0.00000000e+00
 -1.44444400e-02 1.10932480e+02 0.00000000e+00
 -1.44444400e-02 1.13066240e+02 0.00000000e+00
 -1.44444400e-02 1.15200000e+02 0.00000000e+00
 -1.44444400e-02 1.17332480e+02 0.00000000e+00
 -1.44444400e-02 1.19466240e+02 0.00000000e+00
 -3.44444400e-02 1.28000000e+01 0.00000000e+00
 -1.44444400e-02 1.21600000e+02 0.00000000e+00
 -1.44444400e-02 1.23732480e+02 0.00000000e+00
 -1.44444400e-02 1.25866240e+02 0.00000000e+00
 -1.44444400e-02 1.28000000e+02 0.00000000e+00
 -3.44444400e-02 1.49324800e+01 0.00000000e+00
 -3.00000000e-02 1.70662400e+01 0.00000000e+00
 -3.22222200e-02 1.92000000e+01 0.00000000e+00
 -4.33333300e-02 2.13248000e+00 0.00000000e+00
 -2.66666700e-02 2.13324800e+01 0.00000000e+00
 -2.55555600e-02 2.34662400e+01 0.00000000e+00
 -2.44444500e-02 2.56000000e+01 0.00000000e+00
 -2.88888900e-02 2.77324800e+01 0.00000000e+00
 -2.44444500e-02 2.98662400e+01 0.00000000e+00
 -2.88888900e-02 3.20000000e+01 0.00000000e+00
 -2.55555600e-02 3.41324800e+01 0.00000000e+00
 -3.00000000e-02 3.62662400e+01 0.00000000e+00
 -2.88888900e-02 3.84000000e+01 0.00000000e+00
 -4.11111100e-02 4.26624000e+00 0.00000000e+00
 -2.77777800e-02 4.05324800e+01 0.00000000e+00
 -2.77777800e-02 4.26662400e+01 0.00000000e+00
 -2.55555600e-02 4.48000000e+01 0.00000000e+00
 -2.33333300e-02 4.69324800e+01 0.00000000e+00
 -2.33333300e-02 4.90662400e+01 0.00000000e+00
 -2.44444500e-02 5.12000000e+01 0.00000000e+00
 -2.44444500e-02 5.33324800e+01 0.00000000e+00
 -2.44444500e-02 5.54662400e+01 0.00000000e+00
 -2.22222200e-02 5.76000000e+01 0.00000000e+00
 -2.11111100e-02 5.97324800e+01 0.00000000e+00
 -3.55555600e-02 6.40000000e+00 0.00000000e+00
 -1.88888900e-02 6.18662400e+01 0.00000000e+00
 -2.11111100e-02 6.40000000e+01 0.00000000e+00
 -2.00000000e-02 6.61324800e+01 0.00000000e+00
 -1.77777800e-02 6.82662400e+01 0.00000000e+00
 -1.88888900e-02 7.04000000e+01 0.00000000e+00
 -1.77777800e-02 7.25324800e+01 0.00000000e+00
 -1.88888900e-02 7.46662400e+01 0.00000000e+00
 -1.88888900e-02 7.68000000e+01 0.00000000e+00
 -1.66666700e-02 7.89324800e+01 0.00000000e+00
 -3.11111100e-02 8.53248000e+00 0.00000000e+00
 -1.77777800e-02 8.10662400e+01 0.00000000e+00
 -1.55555600e-02 8.32000000e+01 0.00000000e+00
 -1.66666700e-02 8.53324800e+01 0.00000000e+00
 -1.77777800e-02 8.10662400e+01 0.00000000e+00
 -1.55555600e-02 8.32000000e+01 0.00000000e+00
 -1.66666700e-02 8.53324800e+01 0.00000000e+00
 -1.66666700e-02 8.74662400e+01 0.00000000e+00
 -1.55555600e-02 8.96000000e+01 0.00000000e+00
 -1.55555600e-02 9.17324800e+01 0.00000000e+00
 -1.55555600e-02 9.38662400e+01 0.00000000e+00
 -1.44444400e-02 9.60000000e+01 0.00000000e+00
 -1.44444400e-02 9.81324800e+01 0.00000000e+00

