 1.03198781e+02 1.55678955e+00
 1.06881701e+02 1.54522282e+00
 1.10696055e+02 1.51283248e+00
 1.14646534e+02 1.50247491e+00
 1.18737997e+02 1.47772338e+00
 1.22975474e+02 1.47114173e+00
 1.27364177e+02 1.45797816e+00
 1.31909502e+02 1.45202664e+00
 1.36617039e+02 1.44039809e+00
 1.50000000e+01 5.56893547e+00
 1.41492577e+02 1.42193355e+00
 1.46542111e+02 1.40718602e+00
 1.55353144e+01 5.43932288e+00
 1.51771851e+02 1.40050178e+00
 1.57188228e+02 1.39888231e+00
 1.60897329e+01 5.24668530e+00
 1.66639372e+01 5.03495273e+00
 1.62797903e+02 1.37902635e+00
 1.68607773e+02 1.37404242e+00
 1.72586336e+01 4.90713569e+00
 1.78745533e+01 4.72410554e+00
 1.74624985e+02 1.35485609e+00
 1.85124536e+01 4.56566833e+00
 1.80856936e+02 1.35635040e+00
 1.87311290e+02 1.34183746e+00
 1.91731192e+01 4.55584108e+00
 1.98573623e+01 4.29513465e+00
 1.93995986e+02 1.33937805e+00
 2.05660244e+01 4.24891239e+00
 2.00919242e+02 1.33329110e+00
 2.08089573e+02 1.33077903e+00
 2.12999770e+01 4.03640780e+00
 2.15515795e+02 1.31617492e+00
 2.20601226e+01 3.98844105e+00
 2.28473960e+01 3.80922032e+00
 2.23207042e+02 1.31906059e+00
 2.36627653e+01 3.68573574e+00
 2.31172772e+02 1.31406536e+00
 2.39422779e+02 1.30149063e+00
 2.45072332e+01 3.55706466e+00
 2.47967210e+02 1.29833225e+00
 2.53818382e+01 3.42322273e+00
 2.56816571e+02 1.30214595e+00
 2.62876557e+01 3.30958624e+00
 2.65981745e+02 1.29255588e+00
 2.72257997e+01 3.27763375e+00
 2.75474002e+02 1.28661493e+00
 2.81974239e+01 3.10947050e+00
 2.85305015e+02 1.27808948e+00
 2.92037230e+01 3.03218765e+00
 2.95486873e+02 1.27200911e+00
 3.02459346e+01 2.96104529e+00
 3.06032098e+02 1.26665638e+00
 3.13253402e+01 2.86870626e+00
 3.16953657e+02 1.26572278e+00
 3.24432672e+01 2.82277305e+00
 3.28264981e+02 1.26748025e+00
 3.36010904e+01 2.73884081e+00
 3.39979979e+02 1.26478286e+00
 3.48002335e+01 2.66036805e+00
 3.52113057e+02 1.26167525e+00
 3.60421712e+01 2.60514712e+00
 3.64679136e+02 1.26430481e+00
 3.73284307e+01 2.55049305e+00
 3.77693669e+02 1.25879344e+00
 3.86605938e+01 2.47749469e+00
 3.91172659e+02 1.25362745e+00
 4.00402986e+01 2.41707604e+00
 4.05132683e+02 1.25066166e+00
 4.14692418e+01 2.37331452e+00
 4.19590906e+02 1.24811717e+00
 4.29491806e+01 2.33201788e+00
 4.34565109e+02 1.24819924e+00
 4.44819349e+01 2.27266861e+00
 4.50073706e+02 1.24252016e+00
 4.60693895e+01 2.24719531e+00
 4.66135769e+02 1.24272326e+00
 4.77134967e+01 2.19375415e+00
 4.82771047e+02 1.23459143e+00
 4.94162781e+01 2.14381877e+00
 5.11798278e+01 2.09603499e+00
 5.30063143e+01 2.05515549e+00
 5.48979838e+01 2.02166799e+00
 5.68571625e+01 1.98521981e+00
 5.88862597e+01 1.96557854e+00
 6.09877705e+01 1.91814482e+00
 6.31642792e+01 1.89297595e+00
 6.54184624e+01 1.86082819e+00
 6.77530920e+01 1.81895850e+00
 7.01710390e+01 1.80408534e+00
 7.26752768e+01 1.77059577e+00
 7.52688849e+01 1.75573756e+00
 7.79550527e+01 1.72734182e+00
 8.07370834e+01 1.68938189e+00
 8.36183983e+01 1.67325812e+00
 8.66025404e+01 1.64835967e+00
 8.96931794e+01 1.62538016e+00
 9.28941161e+01 1.60736272e+00
 9.62092865e+01 1.58059776e+00
 9.96427676e+01 1.57681135e+00

